Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Urban, Mehedinti, Anul 1999, Numar, 330
Urban, Mehedinti, Anul 2000, Numar, 246
Urban, Mehedinti, Anul 2001, Numar, 293
Urban, Mehedinti, Anul 2002, Numar, 368
Urban, Mehedinti, Anul 2003, Numar, 422
Urban, Mehedinti, Anul 2004, Numar, 398
Urban, Mehedinti, Anul 2005, Numar, 391
Urban, Mehedinti, Anul 2006, Numar, 403
Urban, Mehedinti, Anul 2007, Numar, 413
Urban, Mehedinti, Anul 2008, Numar, 402
Urban, Mehedinti, Anul 2009, Numar, 360
Urban, Mehedinti, Anul 2010, Numar, 377
Urban, Mehedinti, Anul 2011, Numar, 384
Urban, Mehedinti, Anul 2012, Numar, 298
Urban, Mehedinti, Anul 2013, Numar, 215
Urban, Mehedinti, Anul 2014, Numar, 181
Urban, Mehedinti, Anul 2015, Numar, 233
Urban, Mehedinti, Anul 2016, Numar, 197
Urban, Mehedinti, Anul 2017, Numar, 170
Urban, Mehedinti, Anul 2018, Numar, 186
Urban, Mehedinti, Anul 2019, Numar, 254
Urban, Mehedinti, Anul 2020, Numar, 149
Urban, Mehedinti, Anul 2021, Numar, 210
Urban, Mehedinti, Anul 2022, Numar, 177
Urban, Olt, Anul 1990, Numar, 290
Urban, Olt, Anul 1991, Numar, 280
Urban, Olt, Anul 1992, Numar, 215
Urban, Olt, Anul 1993, Numar, 262
Urban, Olt, Anul 1994, Numar, 354
Urban, Olt, Anul 1995, Numar, 312
Urban, Olt, Anul 1996, Numar, 264
Urban, Olt, Anul 1997, Numar, 381
Urban, Olt, Anul 1998, Numar, 316
Urban, Olt, Anul 1999, Numar, 313
Urban, Olt, Anul 2000, Numar, 247
Urban, Olt, Anul 2001, Numar, 259
Urban, Olt, Anul 2002, Numar, 275
Urban, Olt, Anul 2003, Numar, 251
Urban, Olt, Anul 2004, Numar, 240
Urban, Olt, Anul 2005, Numar, 337
Urban, Olt, Anul 2006, Numar, 367
Urban, Olt, Anul 2007, Numar, 380
Urban, Olt, Anul 2008, Numar, 414
Urban, Olt, Anul 2009, Numar, 348
Urban, Olt, Anul 2010, Numar, 357
Urban, Olt, Anul 2011, Numar, 330
Urban, Olt, Anul 2012, Numar, 257
Urban, Olt, Anul 2013, Numar, 238
Urban, Olt, Anul 2014, Numar, 230
Urban, Olt, Anul 2015, Numar, 221
Urban, Olt, Anul 2016, Numar, 253
Urban, Olt, Anul 2017, Numar, 258
Urban, Olt, Anul 2018, Numar, 280
Urban, Olt, Anul 2019, Numar, 222
Urban, Olt, Anul 2020, Numar, 109
Urban, Olt, Anul 2021, Numar, 231
Urban, Olt, Anul 2022, Numar, 140
Urban, Valcea, Anul 1990, Numar, 412
Urban, Valcea, Anul 1991, Numar, 473
Urban, Valcea, Anul 1992, Numar, 193
Urban, Valcea, Anul 1993, Numar, 368
Urban, Valcea, Anul 1994, Numar, 185
Urban, Valcea, Anul 1995, Numar, 345
Urban, Valcea, Anul 1996, Numar, 716
Urban, Valcea, Anul 1997, Numar, 331
Urban, Valcea, Anul 1998, Numar, 310
Urban, Valcea, Anul 1999, Numar, 314
Urban, Valcea, Anul 2000, Numar, 363
Urban, Valcea, Anul 2001, Numar, 423
Urban, Valcea, Anul 2002, Numar, 364
Urban, Valcea, Anul 2003, Numar, 404
Urban, Valcea, Anul 2004, Numar, 462
Urban, Valcea, Anul 2005, Numar, 318
Urban, Valcea, Anul 2006, Numar, 366
Urban, Valcea, Anul 2007, Numar, 351
Urban, Valcea, Anul 2008, Numar, 493
Urban, Valcea, Anul 2009, Numar, 262
Urban, Valcea, Anul 2010, Numar, 156
Urban, Valcea, Anul 2011, Numar, 342
Urban, Valcea, Anul 2012, Numar, 366
Urban, Valcea, Anul 2013, Numar, 263
Urban, Valcea, Anul 2014, Numar, 205
Urban, Valcea, Anul 2015, Numar, 215
Urban, Valcea, Anul 2016, Numar, 151
Urban, Valcea, Anul 2017, Numar, 127
Urban, Valcea, Anul 2018, Numar, 122
Urban, Valcea, Anul 2019, Numar, 91
Urban, Valcea, Anul 2020, Numar, 66
Urban, Valcea, Anul 2021, Numar, 129
Urban, Valcea, Anul 2022, Numar, 229
Urban, Arad, Anul 1990, Numar, 749
Urban, Arad, Anul 1991, Numar, 806
Urban, Arad, Anul 1992, Numar, 730
Urban, Arad, Anul 1993, Numar, 722
Urban, Arad, Anul 1994, Numar, 880
Urban, Arad, Anul 1995, Numar, 799
Urban, Arad, Anul 1996, Numar, 789
Urban, Arad, Anul 1997, Numar, 640
Urban, Arad, Anul 1998, Numar, 814
Urban, Arad, Anul 1999, Numar, 636
Urban, Arad, Anul 2000, Numar, 605
Urban, Arad, Anul 2001, Numar, 670
Urban, Arad, Anul 2002, Numar, 609
Urban, Arad, Anul 2003, Numar, 564
Urban, Arad, Anul 2004, Numar, 613
Urban, Arad, Anul 2005, Numar, 507
Urban, Arad, Anul 2006, Numar, 498
Urban, Arad, Anul 2007, Numar, 682
Urban, Arad, Anul 2008, Numar, 585
Urban, Arad, Anul 2009, Numar, 469
Urban, Arad, Anul 2010, Numar, 459
Urban, Arad, Anul 2011, Numar, 537
Urban, Arad, Anul 2012, Numar, 607
Urban, Arad, Anul 2013, Numar, 522
Urban, Arad, Anul 2014, Numar, 369
Urban, Arad, Anul 2015, Numar, 382
Urban, Arad, Anul 2016, Numar, 328
Urban, Arad, Anul 2017, Numar, 437
Urban, Arad, Anul 2018, Numar, 410
Urban, Arad, Anul 2019, Numar, 290
Urban, Arad, Anul 2020, Numar, 289
Urban, Arad, Anul 2021, Numar, 209
Urban, Arad, Anul 2022, Numar, 328
Urban, Caras-Severin, Anul 1990, Numar, 460
Urban, Caras-Severin, Anul 1991, Numar, 467
Urban, Caras-Severin, Anul 1992, Numar, 503
Urban, Caras-Severin, Anul 1993, Numar, 454
Urban, Caras-Severin, Anul 1994, Numar, 524
Urban, Caras-Severin, Anul 1995, Numar, 524
Urban, Caras-Severin, Anul 1996, Numar, 405
Urban, Caras-Severin, Anul 1997, Numar, 430
Urban, Caras-Severin, Anul 1998, Numar, 539
Urban, Caras-Severin, Anul 1999, Numar, 394
Urban, Caras-Severin, Anul 2000, Numar, 329
Urban, Caras-Severin, Anul 2001, Numar, 404
Urban, Caras-Severin, Anul 2002, Numar, 335
Urban, Caras-Severin, Anul 2003, Numar, 331
Urban, Caras-Severin, Anul 2004, Numar, 378
Urban, Caras-Severin, Anul 2005, Numar, 380
Urban, Caras-Severin, Anul 2006, Numar, 394
Urban, Caras-Severin, Anul 2007, Numar, 364
Urban, Caras-Severin, Anul 2008, Numar, 467
Urban, Caras-Severin, Anul 2009, Numar, 521
Urban, Caras-Severin, Anul 2010, Numar, 446
Urban, Caras-Severin, Anul 2011, Numar, 616
Urban, Caras-Severin, Anul 2012, Numar, 418
Urban, Caras-Severin, Anul 2013, Numar, 403
Urban, Caras-Severin, Anul 2014, Numar, 376
Urban, Caras-Severin, Anul 2015, Numar, 409
Urban, Caras-Severin, Anul 2016, Numar, 407
Urban, Caras-Severin, Anul 2017, Numar, 356
Urban, Caras-Severin, Anul 2018, Numar, 366
Urban, Caras-Severin, Anul 2019, Numar, 312
Urban, Caras-Severin, Anul 2020, Numar, 228
Urban, Caras-Severin, Anul 2021, Numar, 234
Urban, Caras-Severin, Anul 2022, Numar, 102
Urban, Hunedoara, Anul 1990, Numar, 881
Urban, Hunedoara, Anul 1991, Numar, 1209
Urban, Hunedoara, Anul 1992, Numar, 972
Urban, Hunedoara, Anul 1993, Numar, 1299
Urban, Hunedoara, Anul 1994, Numar, 1319
Urban, Hunedoara, Anul 1995, Numar, 1324
Urban, Hunedoara, Anul 1996, Numar, 1334
Urban, Hunedoara, Anul 1997, Numar, 1259
Urban, Hunedoara, Anul 1998, Numar, 1481
Urban, Hunedoara, Anul 1999, Numar, 1427
Urban, Hunedoara, Anul 2000, Numar, 1140
Urban, Hunedoara, Anul 2001, Numar, 1108
Urban, Hunedoara, Anul 2002, Numar, 1243
Urban, Hunedoara, Anul 2003, Numar, 1296
Urban, Hunedoara, Anul 2004, Numar, 1210
Urban, Hunedoara, Anul 2005, Numar, 1026
Urban, Hunedoara, Anul 2006, Numar, 1119
Urban, Hunedoara, Anul 2007, Numar, 1183
Urban, Hunedoara, Anul 2008, Numar, 1107
Urban, Hunedoara, Anul 2009, Numar, 960
Urban, Hunedoara, Anul 2010, Numar, 1067
Urban, Hunedoara, Anul 2011, Numar, 1010
Urban, Hunedoara, Anul 2012, Numar, 846
Urban, Hunedoara, Anul 2013, Numar, 708
Urban, Hunedoara, Anul 2014, Numar, 615
Urban, Hunedoara, Anul 2015, Numar, 686
Urban, Hunedoara, Anul 2016, Numar, 640
Urban, Hunedoara, Anul 2017, Numar, 685
Urban, Hunedoara, Anul 2018, Numar, 708
Urban, Hunedoara, Anul 2019, Numar, 713
Urban, Hunedoara, Anul 2020, Numar, 495
Urban, Hunedoara, Anul 2021, Numar, 614
Urban, Hunedoara, Anul 2022, Numar, 512
Urban, Timis, Anul 1990, Numar, 1180
Urban, Timis, Anul 1991, Numar, 1460
Urban, Timis, Anul 1992, Numar, 1471
Urban, Timis, Anul 1993, Numar, 1031
Urban, Timis, Anul 1994, Numar, 1759
Urban, Timis, Anul 1995, Numar, 1126
Urban, Timis, Anul 1996, Numar, 1121
Urban, Timis, Anul 1997, Numar, 1059
Urban, Timis, Anul 1998, Numar, 1204
Urban, Timis, Anul 1999, Numar, 689
Urban, Timis, Anul 2000, Numar, 488
Urban, Timis, Anul 2001, Numar, 516
Urban, Timis, Anul 2002, Numar, 789
Urban, Timis, Anul 2003, Numar, 739
Urban, Timis, Anul 2004, Numar, 925
Urban, Timis, Anul 2005, Numar, 819
Urban, Timis, Anul 2006, Numar, 550
Urban, Timis, Anul 2007, Numar, 1060
Urban, Timis, Anul 2008, Numar, 421
Urban, Timis, Anul 2009, Numar, 412
Urban, Timis, Anul 2010, Numar, 371
Urban, Timis, Anul 2011, Numar, 570
Urban, Timis, Anul 2012, Numar, 588
Urban, Timis, Anul 2013, Numar, 521
Urban, Timis, Anul 2014, Numar, 632
Urban, Timis, Anul 2015, Numar, 837
Urban, Timis, Anul 2016, Numar, 922
Urban, Timis, Anul 2017, Numar, 829
Urban, Timis, Anul 2018, Numar, 628
Urban, Timis, Anul 2019, Numar, 626
Urban, Timis, Anul 2020, Numar, 503
Urban, Timis, Anul 2021, Numar, 467
Urban, Timis, Anul 2022, Numar, 447
Rural, Bihor, Anul 1990, Numar, 202
Rural, Bihor, Anul 1991, Numar, 158
Rural, Bihor, Anul 1992, Numar, 125
Rural, Bihor, Anul 1993, Numar, 148
Rural, Bihor, Anul 1994, Numar, 171
Rural, Bihor, Anul 1995, Numar, 156
Rural, Bihor, Anul 1996, Numar, 101
Rural, Bihor, Anul 1997, Numar, 119
Rural, Bihor, Anul 1998, Numar, 176
Rural, Bihor, Anul 1999, Numar, 108
Rural, Bihor, Anul 2000, Numar, 128
Rural, Bihor, Anul 2001, Numar, 112
Rural, Bihor, Anul 2002, Numar, 167
Rural, Bihor, Anul 2003, Numar, 206
Rural, Bihor, Anul 2004, Numar, 207
Rural, Bihor, Anul 2005, Numar, 150
Rural, Bihor, Anul 2006, Numar, 144
Rural, Bihor, Anul 2007, Numar, 204
Rural, Bihor, Anul 2008, Numar, 190
Rural, Bihor, Anul 2009, Numar, 204
Rural, Bihor, Anul 2010, Numar, 335
Rural, Bihor, Anul 2011, Numar, 420
Rural, Bihor, Anul 2012, Numar, 323
Rural, Bihor, Anul 2013, Numar, 304
Rural, Bihor, Anul 2014, Numar, 276
Rural, Bihor, Anul 2015, Numar, 374
Rural, Bihor, Anul 2016, Numar, 368
Rural, Bihor, Anul 2017, Numar, 360
Rural, Bihor, Anul 2018, Numar, 395
Rural, Bihor, Anul 2019, Numar, 401
Rural, Bihor, Anul 2020, Numar, 299
Rural, Bihor, Anul 2021, Numar, 403
Rural, Bihor, Anul 2022, Numar, 360
Rural, Bistrita-Nasaud, Anul 1990, Numar, 123
Rural, Bistrita-Nasaud, Anul 1991, Numar, 131
Rural, Bistrita-Nasaud, Anul 1992, Numar, 161
Rural, Bistrita-Nasaud, Anul 1993, Numar, 184
Rural, Bistrita-Nasaud, Anul 1994, Numar, 227
Rural, Bistrita-Nasaud, Anul 1995, Numar, 178
Rural, Bistrita-Nasaud, Anul 1996, Numar, 240
Rural, Bistrita-Nasaud, Anul 1997, Numar, 198
Rural, Bistrita-Nasaud, Anul 1998, Numar, 294
Rural, Bistrita-Nasaud, Anul 1999, Numar, 218
Rural, Bistrita-Nasaud, Anul 2000, Numar, 194
Rural, Bistrita-Nasaud, Anul 2001, Numar, 207
Rural, Bistrita-Nasaud, Anul 2002, Numar, 185
Rural, Bistrita-Nasaud, Anul 2003, Numar, 195
Rural, Bistrita-Nasaud, Anul 2004, Numar, 241
Rural, Bistrita-Nasaud, Anul 2005, Numar, 173
Rural, Bistrita-Nasaud, Anul 2006, Numar, 250
Rural, Bistrita-Nasaud, Anul 2007, Numar, 285
Rural, Bistrita-Nasaud, Anul 2008, Numar, 200
Rural, Bistrita-Nasaud, Anul 2009, Numar, 230
Rural, Bistrita-Nasaud, Anul 2010, Numar, 222
Rural, Bistrita-Nasaud, Anul 2011, Numar, 194
Rural, Bistrita-Nasaud, Anul 2012, Numar, 181
Rural, Bistrita-Nasaud, Anul 2013, Numar, 159
Rural, Bistrita-Nasaud, Anul 2014, Numar, 109
Rural, Bistrita-Nasaud, Anul 2015, Numar, 147
Rural, Bistrita-Nasaud, Anul 2016, Numar, 157
Rural, Bistrita-Nasaud, Anul 2017, Numar, 175
Rural, Bistrita-Nasaud, Anul 2018, Numar, 196
Rural, Bistrita-Nasaud, Anul 2019, Numar, 164
Rural, Bistrita-Nasaud, Anul 2020, Numar, 98
Rural, Bistrita-Nasaud, Anul 2021, Numar, 223
Rural, Bistrita-Nasaud, Anul 2022, Numar, 195
Rural, Cluj, Anul 1990, Numar, 143
Rural, Cluj, Anul 1991, Numar, 141
Rural, Cluj, Anul 1992, Numar, 127
Rural, Cluj, Anul 1993, Numar, 137
Rural, Cluj, Anul 1994, Numar, 125
Rural, Cluj, Anul 1995, Numar, 116
Rural, Cluj, Anul 1996, Numar, 86
Rural, Cluj, Anul 1997, Numar, 138
Rural, Cluj, Anul 1998, Numar, 181
Rural, Cluj, Anul 1999, Numar, 149
Rural, Cluj, Anul 2000, Numar, 147
Rural, Cluj, Anul 2001, Numar, 130
Rural, Cluj, Anul 2002, Numar, 182
Rural, Cluj, Anul 2003, Numar, 182
Rural, Cluj, Anul 2004, Numar, 184
Rural, Cluj, Anul 2005, Numar, 184
Rural, Cluj, Anul 2006, Numar, 198
Rural, Cluj, Anul 2007, Numar, 192
Rural, Cluj, Anul 2008, Numar, 236
Rural, Cluj, Anul 2009, Numar, 215
Rural, Cluj, Anul 2010, Numar, 212
Rural, Cluj, Anul 2011, Numar, 234
Rural, Cluj, Anul 2012, Numar, 217
Rural, Cluj, Anul 2013, Numar, 168
Rural, Cluj, Anul 2014, Numar, 157
Rural, Cluj, Anul 2015, Numar, 165
Rural, Cluj, Anul 2016, Numar, 204
Rural, Cluj, Anul 2017, Numar, 244
Rural, Cluj, Anul 2018, Numar, 216
Rural, Cluj, Anul 2019, Numar, 250
Rural, Cluj, Anul 2020, Numar, 189
Rural, Cluj, Anul 2021, Numar, 201
Rural, Cluj, Anul 2022, Numar, 178
Rural, Maramures, Anul 1990, Numar, 144
Rural, Maramures, Anul 1991, Numar, 142
Rural, Maramures, Anul 1992, Numar, 137
Rural, Maramures, Anul 1993, Numar, 182
Rural, Maramures, Anul 1994, Numar, 216
Rural, Maramures, Anul 1995, Numar, 164
Rural, Maramures, Anul 1996, Numar, 165
Rural, Maramures, Anul 1997, Numar, 176
Rural, Maramures, Anul 1998, Numar, 270
Rural, Maramures, Anul 1999, Numar, 176
Rural, Maramures, Anul 2000, Numar, 204
Rural, Maramures, Anul 2001, Numar, 207
Rural, Maramures, Anul 2002, Numar, 195
Rural, Maramures, Anul 2003, Numar, 206
Rural, Maramures, Anul 2004, Numar, 250
Rural, Maramures, Anul 2005, Numar, 228
Rural, Maramures, Anul 2006, Numar, 223
Rural, Maramures, Anul 2007, Numar, 250
Rural, Maramures, Anul 2008, Numar, 210
Rural, Maramures, Anul 2009, Numar, 230
Rural, Maramures, Anul 2010, Numar, 267
Rural, Maramures, Anul 2011, Numar, 271
Rural, Maramures, Anul 2012, Numar, 214
Rural, Maramures, Anul 2013, Numar, 188
Rural, Maramures, Anul 2014, Numar, 201
Rural, Maramures, Anul 2015, Numar, 217
Rural, Maramures, Anul 2016, Numar, 250
Rural, Maramures, Anul 2017, Numar, 215
Rural, Maramures, Anul 2018, Numar, 226
Rural, Maramures, Anul 2019, Numar, 221
Rural, Maramures, Anul 2020, Numar, 150
Rural, Maramures, Anul 2021, Numar, 193
Rural, Maramures, Anul 2022, Numar, 219
Rural, Satu Mare, Anul 1990, Numar, 139
Rural, Satu Mare, Anul 1991, Numar, 165
Rural, Satu Mare, Anul 1992, Numar, 98
Rural, Satu Mare, Anul 1993, Numar, 124
Rural, Satu Mare, Anul 1994, Numar, 164
Rural, Satu Mare, Anul 1995, Numar, 160
Rural, Satu Mare, Anul 1996, Numar, 180
Rural, Satu Mare, Anul 1997, Numar, 179
Rural, Satu Mare, Anul 1998, Numar, 183
Rural, Satu Mare, Anul 1999, Numar, 193
Rural, Satu Mare, Anul 2000, Numar, 151
Rural, Satu Mare, Anul 2001, Numar, 219
Rural, Satu Mare, Anul 2002, Numar, 316
Rural, Satu Mare, Anul 2003, Numar, 277
Rural, Satu Mare, Anul 2004, Numar, 283
Rural, Satu Mare, Anul 2005, Numar, 263
Rural, Satu Mare, Anul 2006, Numar, 223
Rural, Satu Mare, Anul 2007, Numar, 238
Rural, Satu Mare, Anul 2008, Numar, 243
Rural, Satu Mare, Anul 2009, Numar, 165
Rural, Satu Mare, Anul 2010, Numar, 249
Rural, Satu Mare, Anul 2011, Numar, 220
Rural, Satu Mare, Anul 2012, Numar, 200
Rural, Satu Mare, Anul 2013, Numar, 166
Rural, Satu Mare, Anul 2014, Numar, 169
Rural, Satu Mare, Anul 2015, Numar, 249
Rural, Satu Mare, Anul 2016, Numar, 210
Rural, Satu Mare, Anul 2017, Numar, 220
Rural, Satu Mare, Anul 2018, Numar, 224
Rural, Satu Mare, Anul 2019, Numar, 240
Rural, Satu Mare, Anul 2020, Numar, 147
Rural, Satu Mare, Anul 2021, Numar, 182
Rural, Satu Mare, Anul 2022, Numar, 179
Rural, Salaj, Anul 1990, Numar, 53
Rural, Salaj, Anul 1991, Numar, 63
Rural, Salaj, Anul 1992, Numar, 52
Rural, Salaj, Anul 1993, Numar, 56
Rural, Salaj, Anul 1994, Numar, 60
Rural, Salaj, Anul 1995, Numar, 95
Rural, Salaj, Anul 1996, Numar, 86
Rural, Salaj, Anul 1997, Numar, 97
Rural, Salaj, Anul 1998, Numar, 106
Rural, Salaj, Anul 1999, Numar, 87
Rural, Salaj, Anul 2000, Numar, 77
Rural, Salaj, Anul 2001, Numar, 99
Rural, Salaj, Anul 2002, Numar, 100
Rural, Salaj, Anul 2003, Numar, 103
Rural, Salaj, Anul 2004, Numar, 98
Rural, Salaj, Anul 2005, Numar, 109
Rural, Salaj, Anul 2006, Numar, 103
Rural, Salaj, Anul 2007, Numar, 127
Rural, Salaj, Anul 2008, Numar, 91
Rural, Salaj, Anul 2009, Numar, 135
Rural, Salaj, Anul 2010, Numar, 134
Rural, Salaj, Anul 2011, Numar, 135
Rural, Salaj, Anul 2012, Numar, 154
Rural, Salaj, Anul 2013, Numar, 137
Rural, Salaj, Anul 2014, Numar, 118
Rural, Salaj, Anul 2015, Numar, 147
Rural, Salaj, Anul 2016, Numar, 141
Rural, Salaj, Anul 2017, Numar, 133
Rural, Salaj, Anul 2018, Numar, 147
Rural, Salaj, Anul 2019, Numar, 146
Rural, Salaj, Anul 2020, Numar, 115
Rural, Salaj, Anul 2021, Numar, 146
Rural, Salaj, Anul 2022, Numar, 112
Rural, Alba, Anul 1990, Numar, 122
Rural, Alba, Anul 1991, Numar, 148
Rural, Alba, Anul 1992, Numar, 132
Rural, Alba, Anul 1993, Numar, 125
Rural, Alba, Anul 1994, Numar, 183
Rural, Alba, Anul 1995, Numar, 150
Rural, Alba, Anul 1996, Numar, 161
Rural, Alba, Anul 1997, Numar, 168
Rural, Alba, Anul 1998, Numar, 207
Rural, Alba, Anul 1999, Numar, 184
Rural, Alba, Anul 2000, Numar, 136
Rural, Alba, Anul 2001, Numar, 161
Rural, Alba, Anul 2002, Numar, 177
Rural, Alba, Anul 2003, Numar, 158
Rural, Alba, Anul 2004, Numar, 176
Rural, Alba, Anul 2005, Numar, 153
Rural, Alba, Anul 2006, Numar, 134
Rural, Alba, Anul 2007, Numar, 147
Rural, Alba, Anul 2008, Numar, 171
Rural, Alba, Anul 2009, Numar, 154
Rural, Alba, Anul 2010, Numar, 180
Rural, Alba, Anul 2011, Numar, 188
Rural, Alba, Anul 2012, Numar, 167
Rural, Alba, Anul 2013, Numar, 149
Rural, Alba, Anul 2014, Numar, 125
Rural, Alba, Anul 2015, Numar, 143
Rural, Alba, Anul 2016, Numar, 167
Rural, Alba, Anul 2017, Numar, 153
Rural, Alba, Anul 2018, Numar, 172
Rural, Alba, Anul 2019, Numar, 172
Rural, Alba, Anul 2020, Numar, 89
Rural, Alba, Anul 2021, Numar, 173
Rural, Alba, Anul 2022, Numar, 130
Rural, Brasov, Anul 1990, Numar, 126
Rural, Brasov, Anul 1991, Numar, 116
Rural, Brasov, Anul 1992, Numar, 101
Rural, Brasov, Anul 1993, Numar, 65
Rural, Brasov, Anul 1994, Numar, 135
Rural, Brasov, Anul 1995, Numar, 178
Rural, Brasov, Anul 1996, Numar, 169
Rural, Brasov, Anul 1997, Numar, 192
Rural, Brasov, Anul 1998, Numar, 197
Rural, Brasov, Anul 1999, Numar, 149
Rural, Brasov, Anul 2000, Numar, 129
Rural, Brasov, Anul 2001, Numar, 125
Rural, Brasov, Anul 2002, Numar, 99
Rural, Brasov, Anul 2003, Numar, 116
Rural, Brasov, Anul 2004, Numar, 122
Rural, Brasov, Anul 2005, Numar, 133
Rural, Brasov, Anul 2006, Numar, 153
Rural, Brasov, Anul 2007, Numar, 177
Rural, Brasov, Anul 2008, Numar, 131
Rural, Brasov, Anul 2009, Numar, 181
Rural, Brasov, Anul 2010, Numar, 133
Rural, Brasov, Anul 2011, Numar, 180
Rural, Brasov, Anul 2012, Numar, 149
Rural, Brasov, Anul 2013, Numar, 166
Rural, Brasov, Anul 2014, Numar, 188
Rural, Brasov, Anul 2015, Numar, 165
Rural, Brasov, Anul 2016, Numar, 188
Rural, Brasov, Anul 2017, Numar, 151
Rural, Brasov, Anul 2018, Numar, 165
Rural, Brasov, Anul 2019, Numar, 166
Rural, Brasov, Anul 2020, Numar, 183
Rural, Brasov, Anul 2021, Numar, 226
Rural, Brasov, Anul 2022, Numar, 182
Rural, Covasna, Anul 1990, Numar, 37
Rural, Covasna, Anul 1991, Numar, 59
Rural, Covasna, Anul 1992, Numar, 23
Rural, Covasna, Anul 1993, Numar, 39
Rural, Covasna, Anul 1994, Numar, 75
Rural, Covasna, Anul 1995, Numar, 93
Rural, Covasna, Anul 1996, Numar, 91
Rural, Covasna, Anul 1997, Numar, 78
Rural, Covasna, Anul 1998, Numar, 139
Rural, Covasna, Anul 1999, Numar, 103
Rural, Covasna, Anul 2000, Numar, 79
Rural, Covasna, Anul 2001, Numar, 80
Rural, Covasna, Anul 2002, Numar, 71
Rural, Covasna, Anul 2003, Numar, 93
Rural, Covasna, Anul 2004, Numar, 132
Rural, Covasna, Anul 2005, Numar, 159
Rural, Covasna, Anul 2006, Numar, 120
Rural, Covasna, Anul 2007, Numar, 127
Rural, Covasna, Anul 2008, Numar, 106
Rural, Covasna, Anul 2009, Numar, 88
Rural, Covasna, Anul 2010, Numar, 96
Rural, Covasna, Anul 2011, Numar, 75
Rural, Covasna, Anul 2012, Numar, 107
Rural, Covasna, Anul 2013, Numar, 69
Rural, Covasna, Anul 2014, Numar, 59
Rural, Covasna, Anul 2015, Numar, 96
Rural, Covasna, Anul 2016, Numar, 119
Rural, Covasna, Anul 2017, Numar, 91
Rural, Covasna, Anul 2018, Numar, 101
Rural, Covasna, Anul 2019, Numar, 124
Rural, Covasna, Anul 2020, Numar, 84
Rural, Covasna, Anul 2021, Numar, 104
Rural, Covasna, Anul 2022, Numar, 81
Rural, Harghita, Anul 1990, Numar, 74
Rural, Harghita, Anul 1991, Numar, 98
Rural, Harghita, Anul 1992, Numar, 84
Rural, Harghita, Anul 1993, Numar, 107
Rural, Harghita, Anul 1994, Numar, 125
Rural, Harghita, Anul 1995, Numar, 107
Rural, Harghita, Anul 1996, Numar, 101
Rural, Harghita, Anul 1997, Numar, 134
Rural, Harghita, Anul 1998, Numar, 142
Rural, Harghita, Anul 1999, Numar, 103
Rural, Harghita, Anul 2000, Numar, 112
Rural, Harghita, Anul 2001, Numar, 94
Rural, Harghita, Anul 2002, Numar, 111
Rural, Harghita, Anul 2003, Numar, 127
Rural, Harghita, Anul 2004, Numar, 160
Rural, Harghita, Anul 2005, Numar, 143
Rural, Harghita, Anul 2006, Numar, 129
Rural, Harghita, Anul 2007, Numar, 133
Rural, Harghita, Anul 2008, Numar, 146
Rural, Harghita, Anul 2009, Numar, 120
Rural, Harghita, Anul 2010, Numar, 157
Rural, Harghita, Anul 2011, Numar, 145
Rural, Harghita, Anul 2012, Numar, 131
Rural, Harghita, Anul 2013, Numar, 145
Rural, Harghita, Anul 2014, Numar, 112
Rural, Harghita, Anul 2015, Numar, 139
Rural, Harghita, Anul 2016, Numar, 140
Rural, Harghita, Anul 2017, Numar, 147
Rural, Harghita, Anul 2018, Numar, 143
Rural, Harghita, Anul 2019, Numar, 159
Rural, Harghita, Anul 2020, Numar, 114
Rural, Harghita, Anul 2021, Numar, 149
Rural, Harghita, Anul 2022, Numar, 115
Rural, Mures, Anul 1990, Numar, 181
Rural, Mures, Anul 1991, Numar, 213
Rural, Mures, Anul 1992, Numar, 141
Rural, Mures, Anul 1993, Numar, 230
Rural, Mures, Anul 1994, Numar, 236
Rural, Mures, Anul 1995, Numar, 215
Rural, Mures, Anul 1996, Numar, 209
Rural, Mures, Anul 1997, Numar, 190
Rural, Mures, Anul 1998, Numar, 269
Rural, Mures, Anul 1999, Numar, 233
Rural, Mures, Anul 2000, Numar, 193
Rural, Mures, Anul 2001, Numar, 209
Rural, Mures, Anul 2002, Numar, 199
Rural, Mures, Anul 2003, Numar, 223
Rural, Mures, Anul 2004, Numar, 243
Rural, Mures, Anul 2005, Numar, 215
Rural, Mures, Anul 2006, Numar, 198
Rural, Mures, Anul 2007, Numar, 239
Rural, Mures, Anul 2008, Numar, 290
Rural, Mures, Anul 2009, Numar, 214
Rural, Mures, Anul 2010, Numar, 261
Rural, Mures, Anul 2011, Numar, 258
Rural, Mures, Anul 2012, Numar, 240
Rural, Mures, Anul 2013, Numar, 204
Rural, Mures, Anul 2014, Numar, 207
Rural, Mures, Anul 2015, Numar, 233
Rural, Mures, Anul 2016, Numar, 272
Rural, Mures, Anul 2017, Numar, 261
Rural, Mures, Anul 2018, Numar, 299
Rural, Mures, Anul 2019, Numar, 306
Rural, Mures, Anul 2020, Numar, 244
Rural, Mures, Anul 2021, Numar, 327
Rural, Mures, Anul 2022, Numar, 261
Rural, Sibiu, Anul 1990, Numar, 131
Rural, Sibiu, Anul 1991, Numar, 167
Rural, Sibiu, Anul 1992, Numar, 117
Rural, Sibiu, Anul 1993, Numar, 144
Rural, Sibiu, Anul 1994, Numar, 176
