Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Rural, Prahova, Anul 1999, Numar, 532
Rural, Prahova, Anul 2000, Numar, 348
Rural, Prahova, Anul 2001, Numar, 353
Rural, Prahova, Anul 2002, Numar, 505
Rural, Prahova, Anul 2003, Numar, 466
Rural, Prahova, Anul 2004, Numar, 561
Rural, Prahova, Anul 2005, Numar, 453
Rural, Prahova, Anul 2006, Numar, 432
Rural, Prahova, Anul 2007, Numar, 550
Rural, Prahova, Anul 2008, Numar, 583
Rural, Prahova, Anul 2009, Numar, 589
Rural, Prahova, Anul 2010, Numar, 492
Rural, Prahova, Anul 2011, Numar, 510
Rural, Prahova, Anul 2012, Numar, 438
Rural, Prahova, Anul 2013, Numar, 456
Rural, Prahova, Anul 2014, Numar, 447
Rural, Prahova, Anul 2015, Numar, 485
Rural, Prahova, Anul 2016, Numar, 499
Rural, Prahova, Anul 2017, Numar, 531
Rural, Prahova, Anul 2018, Numar, 590
Rural, Prahova, Anul 2019, Numar, 596
Rural, Prahova, Anul 2020, Numar, 401
Rural, Prahova, Anul 2021, Numar, 529
Rural, Prahova, Anul 2022, Numar, 435
Rural, Teleorman, Anul 1990, Numar, 219
Rural, Teleorman, Anul 1991, Numar, 243
Rural, Teleorman, Anul 1992, Numar, 234
Rural, Teleorman, Anul 1993, Numar, 262
Rural, Teleorman, Anul 1994, Numar, 270
Rural, Teleorman, Anul 1995, Numar, 241
Rural, Teleorman, Anul 1996, Numar, 243
Rural, Teleorman, Anul 1997, Numar, 246
Rural, Teleorman, Anul 1998, Numar, 266
Rural, Teleorman, Anul 1999, Numar, 226
Rural, Teleorman, Anul 2000, Numar, 241
Rural, Teleorman, Anul 2001, Numar, 230
Rural, Teleorman, Anul 2002, Numar, 243
Rural, Teleorman, Anul 2003, Numar, 240
Rural, Teleorman, Anul 2004, Numar, 250
Rural, Teleorman, Anul 2005, Numar, 250
Rural, Teleorman, Anul 2006, Numar, 278
Rural, Teleorman, Anul 2007, Numar, 289
Rural, Teleorman, Anul 2008, Numar, 296
Rural, Teleorman, Anul 2009, Numar, 278
Rural, Teleorman, Anul 2010, Numar, 286
Rural, Teleorman, Anul 2011, Numar, 279
Rural, Teleorman, Anul 2012, Numar, 203
Rural, Teleorman, Anul 2013, Numar, 265
Rural, Teleorman, Anul 2014, Numar, 223
Rural, Teleorman, Anul 2015, Numar, 251
Rural, Teleorman, Anul 2016, Numar, 302
Rural, Teleorman, Anul 2017, Numar, 331
Rural, Teleorman, Anul 2018, Numar, 313
Rural, Teleorman, Anul 2019, Numar, 298
Rural, Teleorman, Anul 2020, Numar, 218
Rural, Teleorman, Anul 2021, Numar, 245
Rural, Teleorman, Anul 2022, Numar, 222
Rural, Ilfov, Anul 1990, Numar, 279
Rural, Ilfov, Anul 1991, Numar, 260
Rural, Ilfov, Anul 1992, Numar, 190
Rural, Ilfov, Anul 1993, Numar, 162
Rural, Ilfov, Anul 1994, Numar, 224
Rural, Ilfov, Anul 1995, Numar, 166
Rural, Ilfov, Anul 1996, Numar, 105
Rural, Ilfov, Anul 1997, Numar, 99
Rural, Ilfov, Anul 1998, Numar, 135
Rural, Ilfov, Anul 1999, Numar, 115
Rural, Ilfov, Anul 2000, Numar, 129
Rural, Ilfov, Anul 2001, Numar, 167
Rural, Ilfov, Anul 2002, Numar, 115
Rural, Ilfov, Anul 2003, Numar, 171
Rural, Ilfov, Anul 2004, Numar, 141
Rural, Ilfov, Anul 2005, Numar, 94
Rural, Ilfov, Anul 2006, Numar, 63
Rural, Ilfov, Anul 2007, Numar, 143
Rural, Ilfov, Anul 2008, Numar, 203
Rural, Ilfov, Anul 2009, Numar, 193
Rural, Ilfov, Anul 2010, Numar, 166
Rural, Ilfov, Anul 2011, Numar, 155
Rural, Ilfov, Anul 2012, Numar, 129
Rural, Ilfov, Anul 2013, Numar, 181
Rural, Ilfov, Anul 2014, Numar, 230
Rural, Ilfov, Anul 2015, Numar, 266
Rural, Ilfov, Anul 2016, Numar, 372
Rural, Ilfov, Anul 2017, Numar, 393
Rural, Ilfov, Anul 2018, Numar, 443
Rural, Ilfov, Anul 2019, Numar, 352
Rural, Ilfov, Anul 2020, Numar, 261
Rural, Ilfov, Anul 2021, Numar, 290
Rural, Ilfov, Anul 2022, Numar, 312
Rural, Dolj, Anul 1990, Numar, 279
Rural, Dolj, Anul 1991, Numar, 202
Rural, Dolj, Anul 1992, Numar, 164
Rural, Dolj, Anul 1993, Numar, 153
Rural, Dolj, Anul 1994, Numar, 170
Rural, Dolj, Anul 1995, Numar, 207
Rural, Dolj, Anul 1996, Numar, 174
Rural, Dolj, Anul 1997, Numar, 199
Rural, Dolj, Anul 1998, Numar, 221
Rural, Dolj, Anul 1999, Numar, 172
Rural, Dolj, Anul 2000, Numar, 104
Rural, Dolj, Anul 2001, Numar, 148
Rural, Dolj, Anul 2002, Numar, 114
Rural, Dolj, Anul 2003, Numar, 177
Rural, Dolj, Anul 2004, Numar, 172
Rural, Dolj, Anul 2005, Numar, 174
Rural, Dolj, Anul 2006, Numar, 174
Rural, Dolj, Anul 2007, Numar, 186
Rural, Dolj, Anul 2008, Numar, 238
Rural, Dolj, Anul 2009, Numar, 204
Rural, Dolj, Anul 2010, Numar, 149
Rural, Dolj, Anul 2011, Numar, 149
Rural, Dolj, Anul 2012, Numar, 177
Rural, Dolj, Anul 2013, Numar, 149
Rural, Dolj, Anul 2014, Numar, 139
Rural, Dolj, Anul 2015, Numar, 177
Rural, Dolj, Anul 2016, Numar, 182
Rural, Dolj, Anul 2017, Numar, 195
Rural, Dolj, Anul 2018, Numar, 233
Rural, Dolj, Anul 2019, Numar, 220
Rural, Dolj, Anul 2020, Numar, 159
Rural, Dolj, Anul 2021, Numar, 200
Rural, Dolj, Anul 2022, Numar, 168
Rural, Gorj, Anul 1990, Numar, 192
Rural, Gorj, Anul 1991, Numar, 219
Rural, Gorj, Anul 1992, Numar, 184
Rural, Gorj, Anul 1993, Numar, 182
Rural, Gorj, Anul 1994, Numar, 229
Rural, Gorj, Anul 1995, Numar, 244
Rural, Gorj, Anul 1996, Numar, 278
Rural, Gorj, Anul 1997, Numar, 346
Rural, Gorj, Anul 1998, Numar, 310
Rural, Gorj, Anul 1999, Numar, 225
Rural, Gorj, Anul 2000, Numar, 114
Rural, Gorj, Anul 2001, Numar, 168
Rural, Gorj, Anul 2002, Numar, 195
Rural, Gorj, Anul 2003, Numar, 215
Rural, Gorj, Anul 2004, Numar, 195
Rural, Gorj, Anul 2005, Numar, 208
Rural, Gorj, Anul 2006, Numar, 163
Rural, Gorj, Anul 2007, Numar, 144
Rural, Gorj, Anul 2008, Numar, 136
Rural, Gorj, Anul 2009, Numar, 255
Rural, Gorj, Anul 2010, Numar, 203
Rural, Gorj, Anul 2011, Numar, 184
Rural, Gorj, Anul 2012, Numar, 203
Rural, Gorj, Anul 2013, Numar, 220
Rural, Gorj, Anul 2014, Numar, 223
Rural, Gorj, Anul 2015, Numar, 227
Rural, Gorj, Anul 2016, Numar, 285
Rural, Gorj, Anul 2017, Numar, 285
Rural, Gorj, Anul 2018, Numar, 289
Rural, Gorj, Anul 2019, Numar, 281
Rural, Gorj, Anul 2020, Numar, 222
Rural, Gorj, Anul 2021, Numar, 240
Rural, Gorj, Anul 2022, Numar, 223
Rural, Mehedinti, Anul 1990, Numar, 132
Rural, Mehedinti, Anul 1991, Numar, 182
Rural, Mehedinti, Anul 1992, Numar, 86
Rural, Mehedinti, Anul 1993, Numar, 131
Rural, Mehedinti, Anul 1994, Numar, 129
Rural, Mehedinti, Anul 1995, Numar, 90
Rural, Mehedinti, Anul 1996, Numar, 102
Rural, Mehedinti, Anul 1997, Numar, 124
Rural, Mehedinti, Anul 1998, Numar, 160
Rural, Mehedinti, Anul 1999, Numar, 136
Rural, Mehedinti, Anul 2000, Numar, 87
Rural, Mehedinti, Anul 2001, Numar, 98
Rural, Mehedinti, Anul 2002, Numar, 128
Rural, Mehedinti, Anul 2003, Numar, 122
Rural, Mehedinti, Anul 2004, Numar, 114
Rural, Mehedinti, Anul 2005, Numar, 163
Rural, Mehedinti, Anul 2006, Numar, 142
Rural, Mehedinti, Anul 2007, Numar, 131
Rural, Mehedinti, Anul 2008, Numar, 137
Rural, Mehedinti, Anul 2009, Numar, 126
Rural, Mehedinti, Anul 2010, Numar, 144
Rural, Mehedinti, Anul 2011, Numar, 114
Rural, Mehedinti, Anul 2012, Numar, 133
Rural, Mehedinti, Anul 2013, Numar, 73
Rural, Mehedinti, Anul 2014, Numar, 66
Rural, Mehedinti, Anul 2015, Numar, 93
Rural, Mehedinti, Anul 2016, Numar, 123
Rural, Mehedinti, Anul 2017, Numar, 80
Rural, Mehedinti, Anul 2018, Numar, 159
Rural, Mehedinti, Anul 2019, Numar, 181
Rural, Mehedinti, Anul 2020, Numar, 107
Rural, Mehedinti, Anul 2021, Numar, 152
Rural, Mehedinti, Anul 2022, Numar, 103
Rural, Olt, Anul 1990, Numar, 144
Rural, Olt, Anul 1991, Numar, 150
Rural, Olt, Anul 1992, Numar, 146
Rural, Olt, Anul 1993, Numar, 189
Rural, Olt, Anul 1994, Numar, 255
Rural, Olt, Anul 1995, Numar, 228
Rural, Olt, Anul 1996, Numar, 184
Rural, Olt, Anul 1997, Numar, 296
Rural, Olt, Anul 1998, Numar, 263
Rural, Olt, Anul 1999, Numar, 182
Rural, Olt, Anul 2000, Numar, 188
Rural, Olt, Anul 2001, Numar, 172
Rural, Olt, Anul 2002, Numar, 214
Rural, Olt, Anul 2003, Numar, 179
Rural, Olt, Anul 2004, Numar, 185
Rural, Olt, Anul 2005, Numar, 263
Rural, Olt, Anul 2006, Numar, 256
Rural, Olt, Anul 2007, Numar, 251
Rural, Olt, Anul 2008, Numar, 297
Rural, Olt, Anul 2009, Numar, 272
Rural, Olt, Anul 2010, Numar, 286
Rural, Olt, Anul 2011, Numar, 253
Rural, Olt, Anul 2012, Numar, 233
Rural, Olt, Anul 2013, Numar, 197
Rural, Olt, Anul 2014, Numar, 196
Rural, Olt, Anul 2015, Numar, 272
Rural, Olt, Anul 2016, Numar, 223
Rural, Olt, Anul 2017, Numar, 256
Rural, Olt, Anul 2018, Numar, 285
Rural, Olt, Anul 2019, Numar, 296
Rural, Olt, Anul 2020, Numar, 134
Rural, Olt, Anul 2021, Numar, 300
Rural, Olt, Anul 2022, Numar, 172
Rural, Valcea, Anul 1990, Numar, 219
Rural, Valcea, Anul 1991, Numar, 262
Rural, Valcea, Anul 1992, Numar, 158
Rural, Valcea, Anul 1993, Numar, 188
Rural, Valcea, Anul 1994, Numar, 147
Rural, Valcea, Anul 1995, Numar, 256
Rural, Valcea, Anul 1996, Numar, 336
Rural, Valcea, Anul 1997, Numar, 259
Rural, Valcea, Anul 1998, Numar, 270
Rural, Valcea, Anul 1999, Numar, 323
Rural, Valcea, Anul 2000, Numar, 246
Rural, Valcea, Anul 2001, Numar, 368
Rural, Valcea, Anul 2002, Numar, 300
Rural, Valcea, Anul 2003, Numar, 249
Rural, Valcea, Anul 2004, Numar, 260
Rural, Valcea, Anul 2005, Numar, 317
Rural, Valcea, Anul 2006, Numar, 254
Rural, Valcea, Anul 2007, Numar, 210
Rural, Valcea, Anul 2008, Numar, 278
Rural, Valcea, Anul 2009, Numar, 140
Rural, Valcea, Anul 2010, Numar, 109
Rural, Valcea, Anul 2011, Numar, 154
Rural, Valcea, Anul 2012, Numar, 160
Rural, Valcea, Anul 2013, Numar, 195
Rural, Valcea, Anul 2014, Numar, 193
Rural, Valcea, Anul 2015, Numar, 163
Rural, Valcea, Anul 2016, Numar, 113
Rural, Valcea, Anul 2017, Numar, 81
Rural, Valcea, Anul 2018, Numar, 93
Rural, Valcea, Anul 2019, Numar, 97
Rural, Valcea, Anul 2020, Numar, 78
Rural, Valcea, Anul 2021, Numar, 76
Rural, Valcea, Anul 2022, Numar, 105
Rural, Arad, Anul 1990, Numar, 241
Rural, Arad, Anul 1991, Numar, 302
Rural, Arad, Anul 1992, Numar, 237
Rural, Arad, Anul 1993, Numar, 261
Rural, Arad, Anul 1994, Numar, 292
Rural, Arad, Anul 1995, Numar, 235
Rural, Arad, Anul 1996, Numar, 262
Rural, Arad, Anul 1997, Numar, 275
Rural, Arad, Anul 1998, Numar, 311
Rural, Arad, Anul 1999, Numar, 307
Rural, Arad, Anul 2000, Numar, 259
Rural, Arad, Anul 2001, Numar, 257
Rural, Arad, Anul 2002, Numar, 257
Rural, Arad, Anul 2003, Numar, 291
Rural, Arad, Anul 2004, Numar, 229
Rural, Arad, Anul 2005, Numar, 199
Rural, Arad, Anul 2006, Numar, 220
Rural, Arad, Anul 2007, Numar, 254
Rural, Arad, Anul 2008, Numar, 207
Rural, Arad, Anul 2009, Numar, 188
Rural, Arad, Anul 2010, Numar, 145
Rural, Arad, Anul 2011, Numar, 196
Rural, Arad, Anul 2012, Numar, 231
Rural, Arad, Anul 2013, Numar, 202
Rural, Arad, Anul 2014, Numar, 163
Rural, Arad, Anul 2015, Numar, 163
Rural, Arad, Anul 2016, Numar, 169
Rural, Arad, Anul 2017, Numar, 262
Rural, Arad, Anul 2018, Numar, 271
Rural, Arad, Anul 2019, Numar, 199
Rural, Arad, Anul 2020, Numar, 189
Rural, Arad, Anul 2021, Numar, 152
Rural, Arad, Anul 2022, Numar, 167
Rural, Caras-Severin, Anul 1990, Numar, 106
Rural, Caras-Severin, Anul 1991, Numar, 196
Rural, Caras-Severin, Anul 1992, Numar, 178
Rural, Caras-Severin, Anul 1993, Numar, 163
Rural, Caras-Severin, Anul 1994, Numar, 210
Rural, Caras-Severin, Anul 1995, Numar, 173
Rural, Caras-Severin, Anul 1996, Numar, 166
Rural, Caras-Severin, Anul 1997, Numar, 182
Rural, Caras-Severin, Anul 1998, Numar, 211
Rural, Caras-Severin, Anul 1999, Numar, 179
Rural, Caras-Severin, Anul 2000, Numar, 133
Rural, Caras-Severin, Anul 2001, Numar, 184
Rural, Caras-Severin, Anul 2002, Numar, 187
Rural, Caras-Severin, Anul 2003, Numar, 163
Rural, Caras-Severin, Anul 2004, Numar, 213
Rural, Caras-Severin, Anul 2005, Numar, 190
Rural, Caras-Severin, Anul 2006, Numar, 196
Rural, Caras-Severin, Anul 2007, Numar, 185
Rural, Caras-Severin, Anul 2008, Numar, 194
Rural, Caras-Severin, Anul 2009, Numar, 200
Rural, Caras-Severin, Anul 2010, Numar, 215
Rural, Caras-Severin, Anul 2011, Numar, 184
Rural, Caras-Severin, Anul 2012, Numar, 159
Rural, Caras-Severin, Anul 2013, Numar, 176
Rural, Caras-Severin, Anul 2014, Numar, 177
Rural, Caras-Severin, Anul 2015, Numar, 195
Rural, Caras-Severin, Anul 2016, Numar, 191
Rural, Caras-Severin, Anul 2017, Numar, 188
Rural, Caras-Severin, Anul 2018, Numar, 141
Rural, Caras-Severin, Anul 2019, Numar, 156
Rural, Caras-Severin, Anul 2020, Numar, 62
Rural, Caras-Severin, Anul 2021, Numar, 154
Rural, Caras-Severin, Anul 2022, Numar, 62
Rural, Hunedoara, Anul 1990, Numar, 143
Rural, Hunedoara, Anul 1991, Numar, 174
Rural, Hunedoara, Anul 1992, Numar, 156
Rural, Hunedoara, Anul 1993, Numar, 182
Rural, Hunedoara, Anul 1994, Numar, 147
Rural, Hunedoara, Anul 1995, Numar, 163
Rural, Hunedoara, Anul 1996, Numar, 172
Rural, Hunedoara, Anul 1997, Numar, 195
Rural, Hunedoara, Anul 1998, Numar, 206
Rural, Hunedoara, Anul 1999, Numar, 179
Rural, Hunedoara, Anul 2000, Numar, 166
Rural, Hunedoara, Anul 2001, Numar, 133
Rural, Hunedoara, Anul 2002, Numar, 190
Rural, Hunedoara, Anul 2003, Numar, 167
Rural, Hunedoara, Anul 2004, Numar, 167
Rural, Hunedoara, Anul 2005, Numar, 136
Rural, Hunedoara, Anul 2006, Numar, 159
Rural, Hunedoara, Anul 2007, Numar, 132
Rural, Hunedoara, Anul 2008, Numar, 158
Rural, Hunedoara, Anul 2009, Numar, 131
Rural, Hunedoara, Anul 2010, Numar, 131
Rural, Hunedoara, Anul 2011, Numar, 164
Rural, Hunedoara, Anul 2012, Numar, 153
Rural, Hunedoara, Anul 2013, Numar, 146
Rural, Hunedoara, Anul 2014, Numar, 120
Rural, Hunedoara, Anul 2015, Numar, 117
Rural, Hunedoara, Anul 2016, Numar, 110
Rural, Hunedoara, Anul 2017, Numar, 112
Rural, Hunedoara, Anul 2018, Numar, 122
Rural, Hunedoara, Anul 2019, Numar, 111
Rural, Hunedoara, Anul 2020, Numar, 63
Rural, Hunedoara, Anul 2021, Numar, 114
Rural, Hunedoara, Anul 2022, Numar, 89
Rural, Timis, Anul 1990, Numar, 287
Rural, Timis, Anul 1991, Numar, 358
Rural, Timis, Anul 1992, Numar, 362
Rural, Timis, Anul 1993, Numar, 337
Rural, Timis, Anul 1994, Numar, 503
Rural, Timis, Anul 1995, Numar, 256
Rural, Timis, Anul 1996, Numar, 230
Rural, Timis, Anul 1997, Numar, 221
Rural, Timis, Anul 1998, Numar, 253
Rural, Timis, Anul 1999, Numar, 147
Rural, Timis, Anul 2000, Numar, 143
Rural, Timis, Anul 2001, Numar, 153
Rural, Timis, Anul 2002, Numar, 211
Rural, Timis, Anul 2003, Numar, 212
Rural, Timis, Anul 2004, Numar, 239
Rural, Timis, Anul 2005, Numar, 218
Rural, Timis, Anul 2006, Numar, 192
Rural, Timis, Anul 2007, Numar, 270
Rural, Timis, Anul 2008, Numar, 103
Rural, Timis, Anul 2009, Numar, 147
Rural, Timis, Anul 2010, Numar, 222
Rural, Timis, Anul 2011, Numar, 238
Rural, Timis, Anul 2012, Numar, 209
Rural, Timis, Anul 2013, Numar, 331
Rural, Timis, Anul 2014, Numar, 180
Rural, Timis, Anul 2015, Numar, 253
Rural, Timis, Anul 2016, Numar, 265
Rural, Timis, Anul 2017, Numar, 298
Rural, Timis, Anul 2018, Numar, 319
Rural, Timis, Anul 2019, Numar, 264
Rural, Timis, Anul 2020, Numar, 233
Rural, Timis, Anul 2021, Numar, 309
Rural, Timis, Anul 2022, Numar, 300
