Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Urban, Municipiul Bucuresti, Anul 1992, Numar persoane, 88
Urban, Municipiul Bucuresti, Anul 1993, Numar persoane, 100
Urban, Municipiul Bucuresti, Anul 1994, Numar persoane, 109
Urban, Municipiul Bucuresti, Anul 1995, Numar persoane, 97
Urban, Municipiul Bucuresti, Anul 1996, Numar persoane, 87
Urban, Municipiul Bucuresti, Anul 1997, Numar persoane, 94
Urban, Municipiul Bucuresti, Anul 1998, Numar persoane, 91
Urban, Municipiul Bucuresti, Anul 1999, Numar persoane, 90
Urban, Municipiul Bucuresti, Anul 2000, Numar persoane, 80
Urban, Municipiul Bucuresti, Anul 2001, Numar persoane, 75
Urban, Municipiul Bucuresti, Anul 2002, Numar persoane, 81
Urban, Municipiul Bucuresti, Anul 2003, Numar persoane, 72
Urban, Municipiul Bucuresti, Anul 2004, Numar persoane, 93
Urban, Municipiul Bucuresti, Anul 2005, Numar persoane, 72
Urban, Municipiul Bucuresti, Anul 2006, Numar persoane, 73
Urban, Municipiul Bucuresti, Anul 2007, Numar persoane, 72
Urban, Municipiul Bucuresti, Anul 2008, Numar persoane, 63
Urban, Municipiul Bucuresti, Anul 2009, Numar persoane, 62
Urban, Municipiul Bucuresti, Anul 2010, Numar persoane, 57
Urban, Municipiul Bucuresti, Anul 2011, Numar persoane, 41
Urban, Municipiul Bucuresti, Anul 2012, Numar persoane, 43
Urban, Municipiul Bucuresti, Anul 2013, Numar persoane, 36
Urban, Municipiul Bucuresti, Anul 2014, Numar persoane, 61
Urban, Municipiul Bucuresti, Anul 2015, Numar persoane, 53
Urban, Municipiul Bucuresti, Anul 2016, Numar persoane, 65
Urban, Municipiul Bucuresti, Anul 2017, Numar persoane, 51
Urban, Municipiul Bucuresti, Anul 2018, Numar persoane, 48
Urban, Municipiul Bucuresti, Anul 2019, Numar persoane, 54
Urban, Municipiul Bucuresti, Anul 2020, Numar persoane, 45
Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 52
Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 44
Urban, Dolj, Anul 1990, Numar persoane, 34
Urban, Dolj, Anul 1991, Numar persoane, 23
Urban, Dolj, Anul 1992, Numar persoane, 11
Urban, Dolj, Anul 1993, Numar persoane, 15
Urban, Dolj, Anul 1994, Numar persoane, 10
Urban, Dolj, Anul 1995, Numar persoane, 8
Urban, Dolj, Anul 1996, Numar persoane, 11
Urban, Dolj, Anul 1997, Numar persoane, 12
Urban, Dolj, Anul 1998, Numar persoane, 8
Urban, Dolj, Anul 1999, Numar persoane, 7
Urban, Dolj, Anul 2000, Numar persoane, 4
Urban, Dolj, Anul 2001, Numar persoane, 8
Urban, Dolj, Anul 2002, Numar persoane, 5
Urban, Dolj, Anul 2003, Numar persoane, 6
Urban, Dolj, Anul 2004, Numar persoane, 4
Urban, Dolj, Anul 2005, Numar persoane, 1
Urban, Dolj, Anul 2006, Numar persoane, 2
Urban, Dolj, Anul 2007, Numar persoane, 2
Urban, Dolj, Anul 2008, Numar persoane, 2
Urban, Dolj, Anul 2010, Numar persoane, 4
Urban, Dolj, Anul 2011, Numar persoane, 1
Urban, Dolj, Anul 2012, Numar persoane, 1
Urban, Dolj, Anul 2013, Numar persoane, 1
Urban, Dolj, Anul 2014, Numar persoane, 2
Urban, Dolj, Anul 2016, Numar persoane, 2
Urban, Dolj, Anul 2017, Numar persoane, 1
Urban, Dolj, Anul 2018, Numar persoane, 2
Urban, Dolj, Anul 2020, Numar persoane, 2
Urban, Dolj, Anul 2021, Numar persoane, 1
Urban, Gorj, Anul 1990, Numar persoane, 17
Urban, Gorj, Anul 1991, Numar persoane, 11
Urban, Gorj, Anul 1992, Numar persoane, 15
Urban, Gorj, Anul 1993, Numar persoane, 11
Urban, Gorj, Anul 1994, Numar persoane, 15
Urban, Gorj, Anul 1995, Numar persoane, 6
Urban, Gorj, Anul 1996, Numar persoane, 7
Urban, Gorj, Anul 1997, Numar persoane, 13
Urban, Gorj, Anul 1998, Numar persoane, 13
Urban, Gorj, Anul 1999, Numar persoane, 9
Urban, Gorj, Anul 2000, Numar persoane, 9
Urban, Gorj, Anul 2001, Numar persoane, 8
Urban, Gorj, Anul 2002, Numar persoane, 12
Urban, Gorj, Anul 2003, Numar persoane, 10
Urban, Gorj, Anul 2004, Numar persoane, 16
Urban, Gorj, Anul 2005, Numar persoane, 9
Urban, Gorj, Anul 2006, Numar persoane, 8
Urban, Gorj, Anul 2007, Numar persoane, 11
Urban, Gorj, Anul 2008, Numar persoane, 10
Urban, Gorj, Anul 2009, Numar persoane, 7
Urban, Gorj, Anul 2010, Numar persoane, 6
Urban, Gorj, Anul 2011, Numar persoane, 8
Urban, Gorj, Anul 2012, Numar persoane, 5
Urban, Gorj, Anul 2013, Numar persoane, 6
Urban, Gorj, Anul 2014, Numar persoane, 2
Urban, Gorj, Anul 2015, Numar persoane, 5
Urban, Gorj, Anul 2016, Numar persoane, 4
Urban, Gorj, Anul 2017, Numar persoane, 3
Urban, Gorj, Anul 2018, Numar persoane, 4
Urban, Gorj, Anul 2019, Numar persoane, 2
Urban, Gorj, Anul 2020, Numar persoane, 2
Urban, Gorj, Anul 2021, Numar persoane, 6
Urban, Gorj, Anul 2022, Numar persoane, 3
Urban, Mehedinti, Anul 1990, Numar persoane, 14
Urban, Mehedinti, Anul 1991, Numar persoane, 9
Urban, Mehedinti, Anul 1992, Numar persoane, 9
Urban, Mehedinti, Anul 1993, Numar persoane, 11
Urban, Mehedinti, Anul 1994, Numar persoane, 10
Urban, Mehedinti, Anul 1995, Numar persoane, 8
Urban, Mehedinti, Anul 1996, Numar persoane, 10
Urban, Mehedinti, Anul 1997, Numar persoane, 4
Urban, Mehedinti, Anul 1998, Numar persoane, 3
Urban, Mehedinti, Anul 1999, Numar persoane, 7
Urban, Mehedinti, Anul 2000, Numar persoane, 5
Urban, Mehedinti, Anul 2001, Numar persoane, 10
Urban, Mehedinti, Anul 2002, Numar persoane, 7
Urban, Mehedinti, Anul 2003, Numar persoane, 11
Urban, Mehedinti, Anul 2004, Numar persoane, 6
Urban, Mehedinti, Anul 2005, Numar persoane, 6
Urban, Mehedinti, Anul 2006, Numar persoane, 3
Urban, Mehedinti, Anul 2007, Numar persoane, 9
Urban, Mehedinti, Anul 2008, Numar persoane, 9
Urban, Mehedinti, Anul 2009, Numar persoane, 5
Urban, Mehedinti, Anul 2010, Numar persoane, 12
Urban, Mehedinti, Anul 2011, Numar persoane, 2
Urban, Mehedinti, Anul 2012, Numar persoane, 8
Urban, Mehedinti, Anul 2013, Numar persoane, 2
Urban, Mehedinti, Anul 2014, Numar persoane, 3
Urban, Mehedinti, Anul 2015, Numar persoane, 5
Urban, Mehedinti, Anul 2016, Numar persoane, 6
Urban, Mehedinti, Anul 2017, Numar persoane, 6
Urban, Mehedinti, Anul 2018, Numar persoane, 3
Urban, Mehedinti, Anul 2019, Numar persoane, 4
Urban, Mehedinti, Anul 2020, Numar persoane, 3
Urban, Mehedinti, Anul 2021, Numar persoane, 2
Urban, Mehedinti, Anul 2022, Numar persoane, 2
Urban, Olt, Anul 1990, Numar persoane, 24
Urban, Olt, Anul 1991, Numar persoane, 20
Urban, Olt, Anul 1992, Numar persoane, 17
Urban, Olt, Anul 1993, Numar persoane, 17
Urban, Olt, Anul 1994, Numar persoane, 12
Urban, Olt, Anul 1995, Numar persoane, 5
Urban, Olt, Anul 1996, Numar persoane, 9
Urban, Olt, Anul 1997, Numar persoane, 2
Urban, Olt, Anul 1998, Numar persoane, 13
Urban, Olt, Anul 1999, Numar persoane, 15
Urban, Olt, Anul 2000, Numar persoane, 5
Urban, Olt, Anul 2001, Numar persoane, 5
Urban, Olt, Anul 2002, Numar persoane, 2
Urban, Olt, Anul 2003, Numar persoane, 6
Urban, Olt, Anul 2004, Numar persoane, 7
Urban, Olt, Anul 2005, Numar persoane, 13
Urban, Olt, Anul 2006, Numar persoane, 7
Urban, Olt, Anul 2007, Numar persoane, 2
Urban, Olt, Anul 2008, Numar persoane, 3
Urban, Olt, Anul 2009, Numar persoane, 3
Urban, Olt, Anul 2010, Numar persoane, 3
Urban, Olt, Anul 2011, Numar persoane, 6
Urban, Olt, Anul 2013, Numar persoane, 4
Urban, Olt, Anul 2014, Numar persoane, 2
Urban, Olt, Anul 2015, Numar persoane, 1
Urban, Olt, Anul 2016, Numar persoane, 6
Urban, Olt, Anul 2017, Numar persoane, 3
Urban, Olt, Anul 2018, Numar persoane, 4
Urban, Olt, Anul 2019, Numar persoane, 2
Urban, Olt, Anul 2020, Numar persoane, 6
Urban, Olt, Anul 2021, Numar persoane, 4
Urban, Olt, Anul 2022, Numar persoane, 1
Urban, Valcea, Anul 1990, Numar persoane, 21
Urban, Valcea, Anul 1991, Numar persoane, 17
Urban, Valcea, Anul 1992, Numar persoane, 10
Urban, Valcea, Anul 1993, Numar persoane, 11
Urban, Valcea, Anul 1994, Numar persoane, 12
Urban, Valcea, Anul 1995, Numar persoane, 4
Urban, Valcea, Anul 1996, Numar persoane, 10
Urban, Valcea, Anul 1997, Numar persoane, 7
Urban, Valcea, Anul 1998, Numar persoane, 9
Urban, Valcea, Anul 1999, Numar persoane, 9
Urban, Valcea, Anul 2000, Numar persoane, 6
Urban, Valcea, Anul 2001, Numar persoane, 8
Urban, Valcea, Anul 2002, Numar persoane, 3
Urban, Valcea, Anul 2003, Numar persoane, 15
Urban, Valcea, Anul 2004, Numar persoane, 13
Urban, Valcea, Anul 2005, Numar persoane, 14
Urban, Valcea, Anul 2006, Numar persoane, 12
Urban, Valcea, Anul 2007, Numar persoane, 4
Urban, Valcea, Anul 2008, Numar persoane, 5
Urban, Valcea, Anul 2009, Numar persoane, 6
Urban, Valcea, Anul 2010, Numar persoane, 2
Urban, Valcea, Anul 2011, Numar persoane, 3
Urban, Valcea, Anul 2012, Numar persoane, 3
Urban, Valcea, Anul 2013, Numar persoane, 5
Urban, Valcea, Anul 2014, Numar persoane, 4
Urban, Valcea, Anul 2015, Numar persoane, 1
Urban, Valcea, Anul 2016, Numar persoane, 2
Urban, Valcea, Anul 2017, Numar persoane, 2
Urban, Valcea, Anul 2018, Numar persoane, 3
Urban, Valcea, Anul 2019, Numar persoane, 10
Urban, Valcea, Anul 2020, Numar persoane, 7
Urban, Valcea, Anul 2021, Numar persoane, 2
Urban, Valcea, Anul 2022, Numar persoane, 2
Urban, Arad, Anul 1990, Numar persoane, 25
Urban, Arad, Anul 1991, Numar persoane, 19
Urban, Arad, Anul 1992, Numar persoane, 22
Urban, Arad, Anul 1993, Numar persoane, 21
Urban, Arad, Anul 1994, Numar persoane, 12
Urban, Arad, Anul 1995, Numar persoane, 15
Urban, Arad, Anul 1996, Numar persoane, 16
Urban, Arad, Anul 1997, Numar persoane, 21
Urban, Arad, Anul 1998, Numar persoane, 18
Urban, Arad, Anul 1999, Numar persoane, 23
Urban, Arad, Anul 2000, Numar persoane, 18
Urban, Arad, Anul 2001, Numar persoane, 16
Urban, Arad, Anul 2002, Numar persoane, 11
Urban, Arad, Anul 2003, Numar persoane, 21
Urban, Arad, Anul 2004, Numar persoane, 20
Urban, Arad, Anul 2005, Numar persoane, 25
Urban, Arad, Anul 2006, Numar persoane, 21
Urban, Arad, Anul 2007, Numar persoane, 12
Urban, Arad, Anul 2008, Numar persoane, 18
Urban, Arad, Anul 2009, Numar persoane, 9
Urban, Arad, Anul 2010, Numar persoane, 19
Urban, Arad, Anul 2011, Numar persoane, 18
Urban, Arad, Anul 2012, Numar persoane, 5
Urban, Arad, Anul 2013, Numar persoane, 12
Urban, Arad, Anul 2014, Numar persoane, 17
Urban, Arad, Anul 2015, Numar persoane, 14
Urban, Arad, Anul 2016, Numar persoane, 10
Urban, Arad, Anul 2017, Numar persoane, 13
Urban, Arad, Anul 2018, Numar persoane, 11
Urban, Arad, Anul 2019, Numar persoane, 8
Urban, Arad, Anul 2020, Numar persoane, 11
Urban, Arad, Anul 2021, Numar persoane, 12
Urban, Arad, Anul 2022, Numar persoane, 10
Urban, Caras-Severin, Anul 1990, Numar persoane, 20
Urban, Caras-Severin, Anul 1991, Numar persoane, 17
Urban, Caras-Severin, Anul 1992, Numar persoane, 17
Urban, Caras-Severin, Anul 1993, Numar persoane, 9
Urban, Caras-Severin, Anul 1994, Numar persoane, 12
Urban, Caras-Severin, Anul 1995, Numar persoane, 10
Urban, Caras-Severin, Anul 1996, Numar persoane, 8
Urban, Caras-Severin, Anul 1997, Numar persoane, 11
Urban, Caras-Severin, Anul 1998, Numar persoane, 11
Urban, Caras-Severin, Anul 1999, Numar persoane, 13
Urban, Caras-Severin, Anul 2000, Numar persoane, 13
Urban, Caras-Severin, Anul 2001, Numar persoane, 12
Urban, Caras-Severin, Anul 2002, Numar persoane, 6
Urban, Caras-Severin, Anul 2003, Numar persoane, 7
Urban, Caras-Severin, Anul 2004, Numar persoane, 4
Urban, Caras-Severin, Anul 2005, Numar persoane, 8
Urban, Caras-Severin, Anul 2006, Numar persoane, 9
Urban, Caras-Severin, Anul 2007, Numar persoane, 5
Urban, Caras-Severin, Anul 2008, Numar persoane, 10
Urban, Caras-Severin, Anul 2009, Numar persoane, 7
Urban, Caras-Severin, Anul 2010, Numar persoane, 12
Urban, Caras-Severin, Anul 2011, Numar persoane, 7
Urban, Caras-Severin, Anul 2012, Numar persoane, 6
Urban, Caras-Severin, Anul 2013, Numar persoane, 8
Urban, Caras-Severin, Anul 2014, Numar persoane, 7
Urban, Caras-Severin, Anul 2015, Numar persoane, 5
Urban, Caras-Severin, Anul 2016, Numar persoane, 7
Urban, Caras-Severin, Anul 2017, Numar persoane, 6
Urban, Caras-Severin, Anul 2018, Numar persoane, 3
Urban, Caras-Severin, Anul 2019, Numar persoane, 7
Urban, Caras-Severin, Anul 2020, Numar persoane, 7
Urban, Caras-Severin, Anul 2021, Numar persoane, 3
Urban, Caras-Severin, Anul 2022, Numar persoane, 4
Urban, Hunedoara, Anul 1990, Numar persoane, 54
Urban, Hunedoara, Anul 1991, Numar persoane, 38
Urban, Hunedoara, Anul 1992, Numar persoane, 43
Urban, Hunedoara, Anul 1993, Numar persoane, 40
Urban, Hunedoara, Anul 1994, Numar persoane, 33
Urban, Hunedoara, Anul 1995, Numar persoane, 43
Urban, Hunedoara, Anul 1996, Numar persoane, 36
Urban, Hunedoara, Anul 1997, Numar persoane, 36
Urban, Hunedoara, Anul 1998, Numar persoane, 23
Urban, Hunedoara, Anul 1999, Numar persoane, 26
Urban, Hunedoara, Anul 2000, Numar persoane, 43
Urban, Hunedoara, Anul 2001, Numar persoane, 33
Urban, Hunedoara, Anul 2002, Numar persoane, 27
Urban, Hunedoara, Anul 2003, Numar persoane, 28
Urban, Hunedoara, Anul 2004, Numar persoane, 32
Urban, Hunedoara, Anul 2005, Numar persoane, 22
Urban, Hunedoara, Anul 2006, Numar persoane, 27
Urban, Hunedoara, Anul 2007, Numar persoane, 23
Urban, Hunedoara, Anul 2008, Numar persoane, 24
Urban, Hunedoara, Anul 2009, Numar persoane, 20
Urban, Hunedoara, Anul 2010, Numar persoane, 19
Urban, Hunedoara, Anul 2011, Numar persoane, 20
Urban, Hunedoara, Anul 2012, Numar persoane, 13
Urban, Hunedoara, Anul 2013, Numar persoane, 11
Urban, Hunedoara, Anul 2014, Numar persoane, 16
Urban, Hunedoara, Anul 2015, Numar persoane, 16
Urban, Hunedoara, Anul 2016, Numar persoane, 14
Urban, Hunedoara, Anul 2017, Numar persoane, 21
Urban, Hunedoara, Anul 2018, Numar persoane, 20
Urban, Hunedoara, Anul 2019, Numar persoane, 17
Urban, Hunedoara, Anul 2020, Numar persoane, 12
Urban, Hunedoara, Anul 2021, Numar persoane, 14
Urban, Hunedoara, Anul 2022, Numar persoane, 8
Urban, Timis, Anul 1990, Numar persoane, 35
Urban, Timis, Anul 1991, Numar persoane, 38
Urban, Timis, Anul 1992, Numar persoane, 22
Urban, Timis, Anul 1993, Numar persoane, 32
Urban, Timis, Anul 1994, Numar persoane, 29
Urban, Timis, Anul 1995, Numar persoane, 26
Urban, Timis, Anul 1996, Numar persoane, 23
Urban, Timis, Anul 1997, Numar persoane, 21
Urban, Timis, Anul 1998, Numar persoane, 15
Urban, Timis, Anul 1999, Numar persoane, 25
Urban, Timis, Anul 2000, Numar persoane, 18
Urban, Timis, Anul 2001, Numar persoane, 17
Urban, Timis, Anul 2002, Numar persoane, 18
Urban, Timis, Anul 2003, Numar persoane, 21
Urban, Timis, Anul 2004, Numar persoane, 18
Urban, Timis, Anul 2005, Numar persoane, 14
Urban, Timis, Anul 2006, Numar persoane, 16
Urban, Timis, Anul 2007, Numar persoane, 27
Urban, Timis, Anul 2008, Numar persoane, 25
Urban, Timis, Anul 2009, Numar persoane, 18
Urban, Timis, Anul 2010, Numar persoane, 17
Urban, Timis, Anul 2011, Numar persoane, 16
Urban, Timis, Anul 2012, Numar persoane, 14
Urban, Timis, Anul 2013, Numar persoane, 8
Urban, Timis, Anul 2014, Numar persoane, 17
Urban, Timis, Anul 2015, Numar persoane, 12
Urban, Timis, Anul 2016, Numar persoane, 16
Urban, Timis, Anul 2017, Numar persoane, 22
Urban, Timis, Anul 2018, Numar persoane, 23
Urban, Timis, Anul 2019, Numar persoane, 14
Urban, Timis, Anul 2020, Numar persoane, 12
Urban, Timis, Anul 2021, Numar persoane, 14
Urban, Timis, Anul 2022, Numar persoane, 15
Rural, Bihor, Anul 1990, Numar persoane, 36
Rural, Bihor, Anul 1991, Numar persoane, 58
Rural, Bihor, Anul 1992, Numar persoane, 45
Rural, Bihor, Anul 1993, Numar persoane, 52
Rural, Bihor, Anul 1994, Numar persoane, 39
Rural, Bihor, Anul 1995, Numar persoane, 48
Rural, Bihor, Anul 1996, Numar persoane, 31
Rural, Bihor, Anul 1997, Numar persoane, 38
Rural, Bihor, Anul 1998, Numar persoane, 50
Rural, Bihor, Anul 1999, Numar persoane, 37
Rural, Bihor, Anul 2000, Numar persoane, 34
Rural, Bihor, Anul 2001, Numar persoane, 39
Rural, Bihor, Anul 2002, Numar persoane, 29
Rural, Bihor, Anul 2003, Numar persoane, 38
Rural, Bihor, Anul 2004, Numar persoane, 42
Rural, Bihor, Anul 2005, Numar persoane, 31
Rural, Bihor, Anul 2006, Numar persoane, 27
Rural, Bihor, Anul 2007, Numar persoane, 25
Rural, Bihor, Anul 2008, Numar persoane, 21
Rural, Bihor, Anul 2009, Numar persoane, 36
Rural, Bihor, Anul 2010, Numar persoane, 22
Rural, Bihor, Anul 2011, Numar persoane, 21
Rural, Bihor, Anul 2012, Numar persoane, 25
Rural, Bihor, Anul 2013, Numar persoane, 21
Rural, Bihor, Anul 2014, Numar persoane, 20
Rural, Bihor, Anul 2015, Numar persoane, 13
Rural, Bihor, Anul 2016, Numar persoane, 25
Rural, Bihor, Anul 2017, Numar persoane, 17
Rural, Bihor, Anul 2018, Numar persoane, 19
Rural, Bihor, Anul 2019, Numar persoane, 13
Rural, Bihor, Anul 2020, Numar persoane, 26
Rural, Bihor, Anul 2021, Numar persoane, 18
Rural, Bihor, Anul 2022, Numar persoane, 16
Rural, Bistrita-Nasaud, Anul 1990, Numar persoane, 19
Rural, Bistrita-Nasaud, Anul 1991, Numar persoane, 23
Rural, Bistrita-Nasaud, Anul 1992, Numar persoane, 23
Rural, Bistrita-Nasaud, Anul 1993, Numar persoane, 17
Rural, Bistrita-Nasaud, Anul 1994, Numar persoane, 14
Rural, Bistrita-Nasaud, Anul 1995, Numar persoane, 21
Rural, Bistrita-Nasaud, Anul 1996, Numar persoane, 23
Rural, Bistrita-Nasaud, Anul 1997, Numar persoane, 30
Rural, Bistrita-Nasaud, Anul 1998, Numar persoane, 11
Rural, Bistrita-Nasaud, Anul 1999, Numar persoane, 13
Rural, Bistrita-Nasaud, Anul 2000, Numar persoane, 20
Rural, Bistrita-Nasaud, Anul 2001, Numar persoane, 17
Rural, Bistrita-Nasaud, Anul 2002, Numar persoane, 15
Rural, Bistrita-Nasaud, Anul 2003, Numar persoane, 11
Rural, Bistrita-Nasaud, Anul 2004, Numar persoane, 15
Rural, Bistrita-Nasaud, Anul 2005, Numar persoane, 15
Rural, Bistrita-Nasaud, Anul 2006, Numar persoane, 7
Rural, Bistrita-Nasaud, Anul 2007, Numar persoane, 17
Rural, Bistrita-Nasaud, Anul 2008, Numar persoane, 20
Rural, Bistrita-Nasaud, Anul 2009, Numar persoane, 7
Rural, Bistrita-Nasaud, Anul 2010, Numar persoane, 12
Rural, Bistrita-Nasaud, Anul 2011, Numar persoane, 12
Rural, Bistrita-Nasaud, Anul 2012, Numar persoane, 15
Rural, Bistrita-Nasaud, Anul 2013, Numar persoane, 10
Rural, Bistrita-Nasaud, Anul 2014, Numar persoane, 12
Rural, Bistrita-Nasaud, Anul 2015, Numar persoane, 15
Rural, Bistrita-Nasaud, Anul 2016, Numar persoane, 10
Rural, Bistrita-Nasaud, Anul 2017, Numar persoane, 18
Rural, Bistrita-Nasaud, Anul 2018, Numar persoane, 11
Rural, Bistrita-Nasaud, Anul 2019, Numar persoane, 14
Rural, Bistrita-Nasaud, Anul 2020, Numar persoane, 14
Rural, Bistrita-Nasaud, Anul 2021, Numar persoane, 12
Rural, Bistrita-Nasaud, Anul 2022, Numar persoane, 9
Rural, Cluj, Anul 1990, Numar persoane, 16
Rural, Cluj, Anul 1991, Numar persoane, 15
Rural, Cluj, Anul 1992, Numar persoane, 13
Rural, Cluj, Anul 1993, Numar persoane, 12
Rural, Cluj, Anul 1994, Numar persoane, 10
Rural, Cluj, Anul 1995, Numar persoane, 9
Rural, Cluj, Anul 1996, Numar persoane, 10
Rural, Cluj, Anul 1997, Numar persoane, 9
Rural, Cluj, Anul 1998, Numar persoane, 17
Rural, Cluj, Anul 1999, Numar persoane, 10
Rural, Cluj, Anul 2000, Numar persoane, 12
Rural, Cluj, Anul 2001, Numar persoane, 6
Rural, Cluj, Anul 2002, Numar persoane, 4
Rural, Cluj, Anul 2003, Numar persoane, 17
Rural, Cluj, Anul 2004, Numar persoane, 5
Rural, Cluj, Anul 2005, Numar persoane, 6
Rural, Cluj, Anul 2006, Numar persoane, 8
Rural, Cluj, Anul 2007, Numar persoane, 5
Rural, Cluj, Anul 2008, Numar persoane, 5
Rural, Cluj, Anul 2009, Numar persoane, 6
Rural, Cluj, Anul 2010, Numar persoane, 6
Rural, Cluj, Anul 2011, Numar persoane, 1
Rural, Cluj, Anul 2012, Numar persoane, 7
Rural, Cluj, Anul 2013, Numar persoane, 5
Rural, Cluj, Anul 2014, Numar persoane, 5
Rural, Cluj, Anul 2015, Numar persoane, 9
Rural, Cluj, Anul 2016, Numar persoane, 2
Rural, Cluj, Anul 2017, Numar persoane, 6
Rural, Cluj, Anul 2018, Numar persoane, 3
Rural, Cluj, Anul 2019, Numar persoane, 4
Rural, Cluj, Anul 2020, Numar persoane, 1
Rural, Cluj, Anul 2021, Numar persoane, 3
Rural, Cluj, Anul 2022, Numar persoane, 6
Rural, Maramures, Anul 1990, Numar persoane, 53
Rural, Maramures, Anul 1991, Numar persoane, 40
Rural, Maramures, Anul 1992, Numar persoane, 41
Rural, Maramures, Anul 1993, Numar persoane, 41
Rural, Maramures, Anul 1994, Numar persoane, 27
Rural, Maramures, Anul 1995, Numar persoane, 26
Rural, Maramures, Anul 1996, Numar persoane, 36
Rural, Maramures, Anul 1997, Numar persoane, 39
Rural, Maramures, Anul 1998, Numar persoane, 26
Rural, Maramures, Anul 1999, Numar persoane, 27
Rural, Maramures, Anul 2000, Numar persoane, 34
Rural, Maramures, Anul 2001, Numar persoane, 24
Rural, Maramures, Anul 2002, Numar persoane, 19
Rural, Maramures, Anul 2003, Numar persoane, 24
Rural, Maramures, Anul 2004, Numar persoane, 14
Rural, Maramures, Anul 2005, Numar persoane, 19
Rural, Maramures, Anul 2006, Numar persoane, 15
Rural, Maramures, Anul 2007, Numar persoane, 13
Rural, Maramures, Anul 2008, Numar persoane, 14
Rural, Maramures, Anul 2009, Numar persoane, 16
Rural, Maramures, Anul 2010, Numar persoane, 5
Rural, Maramures, Anul 2011, Numar persoane, 9
Rural, Maramures, Anul 2012, Numar persoane, 5
Rural, Maramures, Anul 2013, Numar persoane, 11
Rural, Maramures, Anul 2014, Numar persoane, 8
Rural, Maramures, Anul 2015, Numar persoane, 6
Rural, Maramures, Anul 2016, Numar persoane, 11
Rural, Maramures, Anul 2017, Numar persoane, 7
Rural, Maramures, Anul 2018, Numar persoane, 9
Rural, Maramures, Anul 2019, Numar persoane, 6
Rural, Maramures, Anul 2020, Numar persoane, 7
Rural, Maramures, Anul 2021, Numar persoane, 9
Rural, Maramures, Anul 2022, Numar persoane, 7
Rural, Satu Mare, Anul 1990, Numar persoane, 33
Rural, Satu Mare, Anul 1991, Numar persoane, 31
Rural, Satu Mare, Anul 1992, Numar persoane, 26
Rural, Satu Mare, Anul 1993, Numar persoane, 35
Rural, Satu Mare, Anul 1994, Numar persoane, 36
Rural, Satu Mare, Anul 1995, Numar persoane, 19
Rural, Satu Mare, Anul 1996, Numar persoane, 27
Rural, Satu Mare, Anul 1997, Numar persoane, 29
Rural, Satu Mare, Anul 1998, Numar persoane, 28
Rural, Satu Mare, Anul 1999, Numar persoane, 28
Rural, Satu Mare, Anul 2000, Numar persoane, 25
Rural, Satu Mare, Anul 2001, Numar persoane, 19
Rural, Satu Mare, Anul 2002, Numar persoane, 35
Rural, Satu Mare, Anul 2003, Numar persoane, 28
Rural, Satu Mare, Anul 2004, Numar persoane, 22
Rural, Satu Mare, Anul 2005, Numar persoane, 19
Rural, Satu Mare, Anul 2006, Numar persoane, 15
Rural, Satu Mare, Anul 2007, Numar persoane, 18
Rural, Satu Mare, Anul 2008, Numar persoane, 16
Rural, Satu Mare, Anul 2009, Numar persoane, 22
Rural, Satu Mare, Anul 2010, Numar persoane, 18
Rural, Satu Mare, Anul 2011, Numar persoane, 21
Rural, Satu Mare, Anul 2012, Numar persoane, 12
Rural, Satu Mare, Anul 2013, Numar persoane, 19
Rural, Satu Mare, Anul 2014, Numar persoane, 6
Rural, Satu Mare, Anul 2015, Numar persoane, 13
Rural, Satu Mare, Anul 2016, Numar persoane, 24
Rural, Satu Mare, Anul 2017, Numar persoane, 10
Rural, Satu Mare, Anul 2018, Numar persoane, 9
Rural, Satu Mare, Anul 2019, Numar persoane, 10
Rural, Satu Mare, Anul 2020, Numar persoane, 14
Rural, Satu Mare, Anul 2021, Numar persoane, 13
Rural, Satu Mare, Anul 2022, Numar persoane, 8
Rural, Salaj, Anul 1990, Numar persoane, 30
Rural, Salaj, Anul 1991, Numar persoane, 19
Rural, Salaj, Anul 1992, Numar persoane, 18
Rural, Salaj, Anul 1993, Numar persoane, 20
Rural, Salaj, Anul 1994, Numar persoane, 27
Rural, Salaj, Anul 1995, Numar persoane, 12
Rural, Salaj, Anul 1996, Numar persoane, 9
Rural, Salaj, Anul 1997, Numar persoane, 12
Rural, Salaj, Anul 1998, Numar persoane, 18
Rural, Salaj, Anul 1999, Numar persoane, 16
Rural, Salaj, Anul 2000, Numar persoane, 26
Rural, Salaj, Anul 2001, Numar persoane, 15
Rural, Salaj, Anul 2002, Numar persoane, 19
Rural, Salaj, Anul 2003, Numar persoane, 15
Rural, Salaj, Anul 2004, Numar persoane, 8
Rural, Salaj, Anul 2005, Numar persoane, 18
Rural, Salaj, Anul 2006, Numar persoane, 17
Rural, Salaj, Anul 2007, Numar persoane, 20
Rural, Salaj, Anul 2008, Numar persoane, 12
Rural, Salaj, Anul 2009, Numar persoane, 17
Rural, Salaj, Anul 2010, Numar persoane, 11
Rural, Salaj, Anul 2011, Numar persoane, 14
Rural, Salaj, Anul 2012, Numar persoane, 18
