Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Rural, Caras-Severin, Anul 1995, Numar persoane, 6
Rural, Caras-Severin, Anul 1996, Numar persoane, 6
Rural, Caras-Severin, Anul 1997, Numar persoane, 6
Rural, Caras-Severin, Anul 1998, Numar persoane, 6
Rural, Caras-Severin, Anul 1999, Numar persoane, 6
Rural, Caras-Severin, Anul 2000, Numar persoane, 6
Rural, Caras-Severin, Anul 2001, Numar persoane, 8
Rural, Caras-Severin, Anul 2002, Numar persoane, 5
Rural, Caras-Severin, Anul 2003, Numar persoane, 3
Rural, Caras-Severin, Anul 2004, Numar persoane, 7
Rural, Caras-Severin, Anul 2005, Numar persoane, 10
Rural, Caras-Severin, Anul 2006, Numar persoane, 10
Rural, Caras-Severin, Anul 2007, Numar persoane, 8
Rural, Caras-Severin, Anul 2008, Numar persoane, 11
Rural, Caras-Severin, Anul 2009, Numar persoane, 3
Rural, Caras-Severin, Anul 2010, Numar persoane, 5
Rural, Caras-Severin, Anul 2011, Numar persoane, 4
Rural, Caras-Severin, Anul 2012, Numar persoane, 6
Rural, Caras-Severin, Anul 2013, Numar persoane, 7
Rural, Caras-Severin, Anul 2014, Numar persoane, 2
Rural, Caras-Severin, Anul 2015, Numar persoane, 5
Rural, Caras-Severin, Anul 2016, Numar persoane, 4
Rural, Caras-Severin, Anul 2017, Numar persoane, 7
Rural, Caras-Severin, Anul 2018, Numar persoane, 2
Rural, Caras-Severin, Anul 2019, Numar persoane, 9
Rural, Caras-Severin, Anul 2021, Numar persoane, 7
Rural, Caras-Severin, Anul 2022, Numar persoane, 9
Rural, Hunedoara, Anul 1990, Numar persoane, 6
Rural, Hunedoara, Anul 1991, Numar persoane, 10
Rural, Hunedoara, Anul 1992, Numar persoane, 10
Rural, Hunedoara, Anul 1993, Numar persoane, 10
Rural, Hunedoara, Anul 1994, Numar persoane, 7
Rural, Hunedoara, Anul 1995, Numar persoane, 10
Rural, Hunedoara, Anul 1996, Numar persoane, 12
Rural, Hunedoara, Anul 1997, Numar persoane, 8
Rural, Hunedoara, Anul 1998, Numar persoane, 10
Rural, Hunedoara, Anul 1999, Numar persoane, 6
Rural, Hunedoara, Anul 2000, Numar persoane, 10
Rural, Hunedoara, Anul 2001, Numar persoane, 5
Rural, Hunedoara, Anul 2002, Numar persoane, 8
Rural, Hunedoara, Anul 2003, Numar persoane, 5
Rural, Hunedoara, Anul 2004, Numar persoane, 6
Rural, Hunedoara, Anul 2005, Numar persoane, 11
Rural, Hunedoara, Anul 2006, Numar persoane, 9
Rural, Hunedoara, Anul 2007, Numar persoane, 6
Rural, Hunedoara, Anul 2008, Numar persoane, 7
Rural, Hunedoara, Anul 2009, Numar persoane, 7
Rural, Hunedoara, Anul 2010, Numar persoane, 4
Rural, Hunedoara, Anul 2011, Numar persoane, 9
Rural, Hunedoara, Anul 2012, Numar persoane, 3
Rural, Hunedoara, Anul 2013, Numar persoane, 5
Rural, Hunedoara, Anul 2014, Numar persoane, 5
Rural, Hunedoara, Anul 2015, Numar persoane, 2
Rural, Hunedoara, Anul 2016, Numar persoane, 6
Rural, Hunedoara, Anul 2018, Numar persoane, 8
Rural, Hunedoara, Anul 2019, Numar persoane, 2
Rural, Hunedoara, Anul 2020, Numar persoane, 4
Rural, Hunedoara, Anul 2021, Numar persoane, 2
Rural, Hunedoara, Anul 2022, Numar persoane, 6
Rural, Timis, Anul 1990, Numar persoane, 14
Rural, Timis, Anul 1991, Numar persoane, 21
Rural, Timis, Anul 1992, Numar persoane, 20
Rural, Timis, Anul 1993, Numar persoane, 26
Rural, Timis, Anul 1994, Numar persoane, 21
Rural, Timis, Anul 1995, Numar persoane, 10
Rural, Timis, Anul 1996, Numar persoane, 15
Rural, Timis, Anul 1997, Numar persoane, 24
Rural, Timis, Anul 1998, Numar persoane, 16
Rural, Timis, Anul 1999, Numar persoane, 21
Rural, Timis, Anul 2000, Numar persoane, 15
Rural, Timis, Anul 2001, Numar persoane, 20
Rural, Timis, Anul 2002, Numar persoane, 20
Rural, Timis, Anul 2003, Numar persoane, 17
Rural, Timis, Anul 2004, Numar persoane, 20
Rural, Timis, Anul 2005, Numar persoane, 22
Rural, Timis, Anul 2006, Numar persoane, 15
Rural, Timis, Anul 2007, Numar persoane, 18
Rural, Timis, Anul 2008, Numar persoane, 22
Rural, Timis, Anul 2009, Numar persoane, 19
Rural, Timis, Anul 2010, Numar persoane, 23
Rural, Timis, Anul 2011, Numar persoane, 17
Rural, Timis, Anul 2012, Numar persoane, 14
Rural, Timis, Anul 2013, Numar persoane, 9
Rural, Timis, Anul 2014, Numar persoane, 22
Rural, Timis, Anul 2015, Numar persoane, 16
Rural, Timis, Anul 2016, Numar persoane, 9
Rural, Timis, Anul 2017, Numar persoane, 10
Rural, Timis, Anul 2018, Numar persoane, 14
Rural, Timis, Anul 2019, Numar persoane, 18
Rural, Timis, Anul 2020, Numar persoane, 10
Rural, Timis, Anul 2021, Numar persoane, 9
Rural, Timis, Anul 2022, Numar persoane, 14
